order_id;customer_id;order_date;shipping_city;shipping_state;shipping_region;shipping_country;shipping_postal_code;shipping_date;shipping_mode;order_id;day;month;year;order_details_id;order_id;product_id;quantity;order_discount;order_profits;order_profit_ratio;order_sales;customer_id;customer_name;customer_segment;product_id;product_name;product_category;product_subcategory;product_manufacturer
CA-2016-129854;646;8/22/2016;New York City;New York;East;United States;10009;8/26/2016;Standard Class;CA-2016-129854;22;8;2016;2477;CA-2016-129854;1170;4;0,0;8;0.46;17;646;Roger Barcio;Home Office;1170;Newell Chalk Holder;Office Supplies;Art;Newell
CA-2016-129896;607;6/15/2016;Gilbert;Arizona;West;United States;85234;6/20/2016;Standard Class;CA-2016-129896;15;6;2016;2480;CA-2016-129896;284;2;0,2;-20;-0.24;82;607;Peter Fuller;Consumer;284;"Belkin 19"" Vented Equipment Shelf, Black";Office Supplies;Storage;Belkin
CA-2016-129896;607;6/15/2016;Gilbert;Arizona;West;United States;85234;6/20/2016;Standard Class;CA-2016-129896;15;6;2016;2479;CA-2016-129896;489;4;0,2;11;0.28;40;607;Peter Fuller;Consumer;489;DAX Copper Panel Document Frame, 5 x 7 Size;Furniture;Furnishings;DAX
CA-2016-129896;607;6/15/2016;Gilbert;Arizona;West;United States;85234;6/20/2016;Standard Class;CA-2016-129896;15;6;2016;2481;CA-2016-129896;545;6;0,2;-36;-0.1;365;607;Peter Fuller;Consumer;545;"Eldon ""L"" Workstation Diamond Chairmat";Furniture;Furnishings;Eldon
CA-2016-129896;607;6/15/2016;Gilbert;Arizona;West;United States;85234;6/20/2016;Standard Class;CA-2016-129896;15;6;2016;2478;CA-2016-129896;1686;2;0,2;3;0.31;10;607;Peter Fuller;Consumer;1686;Xerox 1895;Office Supplies;Paper;Xerox
CA-2016-129917;331;10.02.2016;Los Angeles;California;West;United States;90008;10.03.2016;First Class;CA-2016-129917;2;10;2016;2483;CA-2016-129917;698;4;0,2;19;0.36;54;331;Henry MacAllister;Consumer;698;GBC Poly Designer Binding Covers;Office Supplies;Binders;GBC
CA-2016-129917;331;10.02.2016;Los Angeles;California;West;United States;90008;10.03.2016;First Class;CA-2016-129917;2;10;2016;2484;CA-2016-129917;885;5;0,2;50;0.1;504;331;Henry MacAllister;Consumer;885;HTC One Mini;Technology;Phones;HTC
CA-2016-129917;331;10.02.2016;Los Angeles;California;West;United States;90008;10.03.2016;First Class;CA-2016-129917;2;10;2016;2482;CA-2016-129917;1316;3;0,2;4;0.35;12;331;Henry MacAllister;Consumer;1316;Pressboard Hanging Data Binders for Unburst Sheets;Office Supplies;Binders;Pressboard
CA-2016-130022;407;08.10.2016;Eagan;Minnesota;Central;United States;55122;8/16/2016;Standard Class;CA-2016-130022;10;8;2016;2485;CA-2016-130022;188;1;0,0;2;0.48;4;407;Julie Kriz;Home Office;188;Avery 480;Office Supplies;Labels;Avery
CA-2016-130022;407;08.10.2016;Eagan;Minnesota;Central;United States;55122;8/16/2016;Standard Class;CA-2016-130022;10;8;2016;2487;CA-2016-130022;197;4;0,0;20;0.48;41;407;Julie Kriz;Home Office;197;Avery 489;Office Supplies;Labels;Avery
CA-2016-130022;407;08.10.2016;Eagan;Minnesota;Central;United States;55122;8/16/2016;Standard Class;CA-2016-130022;10;8;2016;2486;CA-2016-130022;1258;3;0,0;13;0.42;30;407;Julie Kriz;Home Office;1258;Peel-Off China Markers;Office Supplies;Art;Other
CA-2016-130113;2;12/27/2016;San Francisco;California;West;United States;94122;12/31/2016;Standard Class;CA-2016-130113;27;12;2016;2488;CA-2016-130113;662;2;0,0;61;0.19;323;2;Aaron Hawkins;Corporate;662;Fellowes Super Stor/Drawer Files;Office Supplies;Storage;Fellowes
CA-2016-130113;2;12/27/2016;San Francisco;California;West;United States;94122;12/31/2016;Standard Class;CA-2016-130113;27;12;2016;2489;CA-2016-130113;733;9;0,2;75;0.11;668;2;Aaron Hawkins;Corporate;733;Geemarc AmpliPOWER60;Technology;Phones;Other
CA-2016-130183;589;11/13/2016;Houston;Texas;Central;United States;77041;11/17/2016;Standard Class;CA-2016-130183;13;11;2016;2490;CA-2016-130183;170;3;0,3;-18;-0.03;614;589;Patrick O'Brill;Consumer;170;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;Furniture;Bookcases;Atlantic
CA-2016-130204;207;09.03.2016;San Francisco;California;West;United States;94122;09.09.2016;Standard Class;CA-2016-130204;3;9;2016;2491;CA-2016-130204;966;2;0,0;3;0.19;18;207;David Bremer;Corporate;966;Kingston Digital DataTraveler 16GB USB 2.0;Technology;Accessories;Kingston
CA-2016-130204;207;09.03.2016;San Francisco;California;West;United States;94122;09.09.2016;Standard Class;CA-2016-130204;3;9;2016;2492;CA-2016-130204;1513;3;0,0;8;0.27;31;207;David Bremer;Corporate;1513;Sterilite Officeware Hinged File Box;Office Supplies;Storage;Sterilite
CA-2016-130204;207;09.03.2016;San Francisco;California;West;United States;94122;09.09.2016;Standard Class;CA-2016-130204;3;9;2016;2493;CA-2016-130204;1580;5;0,0;47;0.36;129;207;David Bremer;Corporate;1580;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;Technology;Accessories;Other
CA-2016-130218;697;3/23/2016;Florence;South Carolina;South;United States;29501;3/26/2016;First Class;CA-2016-130218;23;3;2016;2494;CA-2016-130218;588;4;0,0;1;0.02;28;697;Sheri Gordon;Consumer;588;Eldon Shelf Savers Cubes and Bins;Office Supplies;Storage;Eldon
CA-2016-130218;697;3/23/2016;Florence;South Carolina;South;United States;29501;3/26/2016;First Class;CA-2016-130218;23;3;2016;2495;CA-2016-130218;1507;4;0,0;14;0.45;32;697;Sheri Gordon;Consumer;1507;Staples;Office Supplies;Fasteners;Other
CA-2016-130253;596;12/14/2016;Los Angeles;California;West;United States;90036;12/18/2016;Standard Class;CA-2016-130253;14;12;2016;2496;CA-2016-130253;1054;3;0,0;5;0.34;15;596;Paul Prost;Home Office;1054;Master Caster Door Stop, Gray;Furniture;Furnishings;Master Caster
CA-2016-130365;792;4/25/2016;Aurora;Illinois;Central;United States;60505;4/29/2016;Standard Class;CA-2016-130365;25;4;2016;2497;CA-2016-130365;738;3;0,3;-24;-0.19;128;792;Zuschuss Carroll;Consumer;738;Global Armless Task Chair, Royal Blue;Furniture;Chairs;Global
CA-2016-130365;792;4/25/2016;Aurora;Illinois;Central;United States;60505;4/29/2016;Standard Class;CA-2016-130365;25;4;2016;2498;CA-2016-130365;1377;2;0,2;-55;-0.25;221;792;Zuschuss Carroll;Consumer;1377;SAFCO Commercial Wire Shelving, Black;Office Supplies;Storage;SAFCO
CA-2016-130456;211;8/21/2016;San Francisco;California;West;United States;94122;8/26/2016;Standard Class;CA-2016-130456;21;8;2016;2499;CA-2016-130456;418;1;0,0;3;0.04;81;211;David Smith;Corporate;418;Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage;Carina
CA-2016-130456;211;8/21/2016;San Francisco;California;West;United States;94122;8/26/2016;Standard Class;CA-2016-130456;21;8;2016;2500;CA-2016-130456;1430;6;0,2;34;0.06;586;211;David Smith;Corporate;1430;Sauder Camden County Collection Library;Furniture;Bookcases;Sauder
CA-2016-130554;285;04.07.2016;Philadelphia;Pennsylvania;East;United States;19140;04.09.2016;First Class;CA-2016-130554;7;4;2016;2501;CA-2016-130554;1147;3;0,2;1;0.09;12;285;Frank Merwin;Home Office;1147;Newell 331;Office Supplies;Art;Newell
CA-2016-130610;780;07.05.2016;Sterling Heights;Michigan;Central;United States;48310;07.10.2016;Standard Class;CA-2016-130610;5;7;2016;2502;CA-2016-130610;534;5;0,0;9;0.47;19;780;Victor Preis;Home Office;534;Durable Pressboard Binders;Office Supplies;Binders;Other
CA-2016-130659;490;12.04.2016;New York City;New York;East;United States;10035;12.09.2016;Second Class;CA-2016-130659;4;12;2016;2504;CA-2016-130659;738;7;0,1;30;0.08;384;490;Maribeth Schnelling;Consumer;738;Global Armless Task Chair, Royal Blue;Furniture;Chairs;Global
CA-2016-130659;490;12.04.2016;New York City;New York;East;United States;10035;12.09.2016;Second Class;CA-2016-130659;4;12;2016;2503;CA-2016-130659;1614;3;0,0;9;0.49;18;490;Maribeth Schnelling;Consumer;1614;Wausau Papers Astrobrights Colored Envelopes;Office Supplies;Envelopes;Other
CA-2016-130659;490;12.04.2016;New York City;New York;East;United States;10035;12.09.2016;Second Class;CA-2016-130659;4;12;2016;2505;CA-2016-130659;1653;5;0,0;540;0.3;1800;490;Maribeth Schnelling;Consumer;1653;Wilson SignalBoost 841262 DB PRO Amplifier Kit;Technology;Phones;Other
CA-2016-130736;365;12.07.2016;Seattle;Washington;West;United States;98105;12.09.2016;First Class;CA-2016-130736;7;12;2016;2507;CA-2016-130736;119;2;0,0;0;0.0;4;365;Jeremy Farry;Consumer;119;Alliance Big Bands Rubber Bands, 12/Pack;Office Supplies;Fasteners;Alliance
CA-2016-130736;365;12.07.2016;Seattle;Washington;West;United States;98105;12.09.2016;First Class;CA-2016-130736;7;12;2016;2506;CA-2016-130736;219;1;0,0;1;0.46;3;365;Jeremy Farry;Consumer;219;Avery 509;Office Supplies;Labels;Avery
CA-2016-130785;60;09.05.2016;San Diego;California;West;United States;92105;09.09.2016;Standard Class;CA-2016-130785;5;9;2016;2508;CA-2016-130785;536;6;0,2;10;0.34;29;60;Arthur Gainer;Consumer;536;DXL Angle-View Binders with Locking Rings, Black;Office Supplies;Binders;DXL
CA-2016-130785;60;09.05.2016;San Diego;California;West;United States;92105;09.09.2016;Standard Class;CA-2016-130785;5;9;2016;2510;CA-2016-130785;1428;4;0,2;-5;-0.01;411;60;Arthur Gainer;Consumer;1428;Sauder Camden County Barrister Bookcase, Planked Cherry Finish;Furniture;Bookcases;Sauder
CA-2016-130785;60;09.05.2016;San Diego;California;West;United States;92105;09.09.2016;Standard Class;CA-2016-130785;5;9;2016;2509;CA-2016-130785;1429;3;0,2;-21;-0.07;293;60;Arthur Gainer;Consumer;1429;Sauder Camden County Collection Libraries, Planked Cherry Finish;Furniture;Bookcases;Sauder
CA-2016-130792;660;4/28/2016;Houston;Texas;Central;United States;77095;05.05.2016;Standard Class;CA-2016-130792;28;4;2016;2513;CA-2016-130792;118;3;0,2;3;0.11;24;660;Russell Applegate;Consumer;118;Akro-Mils 12-Gallon Tote;Office Supplies;Storage;Akro
CA-2016-130792;660;4/28/2016;Houston;Texas;Central;United States;77095;05.05.2016;Standard Class;CA-2016-130792;28;4;2016;2512;CA-2016-130792;715;4;0,8;-19;-1.55;12;660;Russell Applegate;Consumer;715;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";Office Supplies;Binders;GBC
CA-2016-130792;660;4/28/2016;Houston;Texas;Central;United States;77095;05.05.2016;Standard Class;CA-2016-130792;28;4;2016;2511;CA-2016-130792;812;3;0,8;-20;-2.35;9;660;Russell Applegate;Consumer;812;Holmes Odor Grabber;Office Supplies;Appliances;Holmes
CA-2016-130848;219;10/25/2016;Denver;Colorado;West;United States;80219;10/25/2016;Same Day;CA-2016-130848;25;10;2016;2514;CA-2016-130848;756;8;0,2;-29;-0.05;582;219;Deirdre Greer;Corporate;756;Global Highback Leather Tilter in Burgundy;Furniture;Chairs;Global
CA-2016-130855;655;12/29/2016;New York City;New York;East;United States;10035;01.05.2017;Standard Class;CA-2016-130855;29;12;2016;2515;CA-2016-130855;85;2;0,0;0;0.01;6;655;Roy Französisch;Consumer;85;Acme Serrated Blade Letter Opener;Office Supplies;Supplies;Acme
CA-2016-130876;50;05.12.2016;New York City;New York;East;United States;10024;5/16/2016;Second Class;CA-2016-130876;12;5;2016;2516;CA-2016-130876;1300;3;0,0;10;0.27;37;50;Annie Zypern;Consumer;1300;Portable Personal File Box;Office Supplies;Storage;Other
CA-2016-130883;766;9/26/2016;Portland;Oregon;West;United States;97206;10.02.2016;Standard Class;CA-2016-130883;26;9;2016;2518;CA-2016-130883;538;5;0,2;48;0.34;142;766;Tracy Blumstein;Consumer;538;Easy-staple paper;Office Supplies;Paper;Easy-staple paper
CA-2016-130883;766;9/26/2016;Portland;Oregon;West;United States;97206;10.02.2016;Standard Class;CA-2016-130883;26;9;2016;2519;CA-2016-130883;1093;5;0,2;48;0.2;240;766;Tracy Blumstein;Consumer;1093;Microsoft Arc Touch Mouse;Technology;Accessories;Microsoft
CA-2016-130883;766;9/26/2016;Portland;Oregon;West;United States;97206;10.02.2016;Standard Class;CA-2016-130883;26;9;2016;2517;CA-2016-130883;1820;6;0,2;11;0.35;31;766;Tracy Blumstein;Consumer;1820;Xerox 216;Office Supplies;Paper;Xerox
CA-2016-130890;351;11.02.2016;Los Angeles;California;West;United States;90004;11.06.2016;Standard Class;CA-2016-130890;2;11;2016;2520;CA-2016-130890;315;5;0,2;52;0.05;1039;351;Jas O'Carroll;Consumer;315;"Bevis Round Bullnose 29"" High Table Top";Furniture;Tables;Bevis
CA-2016-130974;503;11/27/2016;Everett;Massachusetts;East;United States;2149;11/29/2016;Second Class;CA-2016-130974;27;11;2016;2527;CA-2016-130974;843;4;0,3;0;0.0;446;503;Matt Abelman;Home Office;843;Hon Non-Folding Utility Tables;Furniture;Tables;Hon
CA-2016-130974;503;11/27/2016;Everett;Massachusetts;East;United States;2149;11/29/2016;Second Class;CA-2016-130974;27;11;2016;2526;CA-2016-130974;1008;2;0,0;88;0.34;260;503;Matt Abelman;Home Office;1008;Logitech G35 7.1-Channel Surround Sound Headset;Technology;Accessories;Logitech
CA-2016-130974;503;11/27/2016;Everett;Massachusetts;East;United States;2149;11/29/2016;Second Class;CA-2016-130974;27;11;2016;2525;CA-2016-130974;1369;1;0,0;32;0.19;171;503;Matt Abelman;Home Office;1369;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";Furniture;Bookcases;Rush
CA-2016-130974;503;11/27/2016;Everett;Massachusetts;East;United States;2149;11/29/2016;Second Class;CA-2016-130974;27;11;2016;2521;CA-2016-130974;1561;3;0,0;5;0.12;39;503;Matt Abelman;Home Office;1561;"Tensor ""Hersey Kiss"" Styled Floor Lamp";Furniture;Furnishings;Tensor
CA-2016-130974;503;11/27/2016;Everett;Massachusetts;East;United States;2149;11/29/2016;Second Class;CA-2016-130974;27;11;2016;2523;CA-2016-130974;1674;3;0,0;28;0.47;60;503;Matt Abelman;Home Office;1674;Xerox 1884;Office Supplies;Paper;Xerox
CA-2016-130974;503;11/27/2016;Everett;Massachusetts;East;United States;2149;11/29/2016;Second Class;CA-2016-130974;27;11;2016;2524;CA-2016-130974;1767;5;0,0;70;0.45;155;503;Matt Abelman;Home Office;1767;Xerox 197;Office Supplies;Paper;Xerox
CA-2016-130974;503;11/27/2016;Everett;Massachusetts;East;United States;2149;11/29/2016;Second Class;CA-2016-130974;27;11;2016;2522;CA-2016-130974;1775;6;0,0;19;0.48;40;503;Matt Abelman;Home Office;1775;Xerox 1977;Office Supplies;Paper;Xerox
CA-2016-130995;616;11.01.2016;New York City;New York;East;United States;10009;11.06.2016;Standard Class;CA-2016-130995;1;11;2016;2528;CA-2016-130995;478;1;0,0;1;0.27;5;616;Quincy Jones;Corporate;478;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;Technology;Phones;Other
CA-2016-131072;442;11.05.2016;Seattle;Washington;West;United States;98105;11.05.2016;Same Day;CA-2016-131072;5;11;2016;2529;CA-2016-131072;271;3;0,2;36;0.36;98;442;Ken Lonsdale;Consumer;271;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";Office Supplies;Binders;Avery
CA-2016-131128;766;10/19/2016;Concord;New Hampshire;East;United States;3301;10/20/2016;First Class;CA-2016-131128;19;10;2016;2530;CA-2016-131128;1475;3;0,0;17;0.5;34;766;Tracy Blumstein;Consumer;1475;Southworth 100% Cotton The Best Paper;Office Supplies;Paper;Southworth
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2532;CA-2016-131338;42;3;0,0;5;0.47;11;554;Naresj Patel;Consumer;42;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;Office Supplies;Fasteners;Acco
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2534;CA-2016-131338;150;3;0,0;18;0.39;47;554;Naresj Patel;Consumer;150;Artistic Insta-Plaque;Furniture;Furnishings;Other
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2536;CA-2016-131338;305;4;0,0;35;0.14;248;554;Naresj Patel;Consumer;305;Belkin QODE FastFit Bluetooth Keyboard;Technology;Accessories;Belkin
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2540;CA-2016-131338;689;2;0,2;457;0.38;1218;554;Naresj Patel;Consumer;689;GBC Ibimaster 500 Manual ProClick Binding System;Office Supplies;Binders;GBC
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2538;CA-2016-131338;965;9;0,4;-153;-0.4;383;554;Naresj Patel;Consumer;965;KI Conference Tables;Furniture;Tables;KI
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2531;CA-2016-131338;1036;2;0,0;3;0.48;6;554;Naresj Patel;Consumer;1036;Longer-Life Soft White Bulbs;Furniture;Furnishings;Other
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2537;CA-2016-131338;1176;2;0,0;89;0.29;308;554;Naresj Patel;Consumer;1176;Nortel Meridian M3904 Professional Digital phone;Technology;Phones;Nortel
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2539;CA-2016-131338;1249;5;0,0;274;0.28;980;554;Naresj Patel;Consumer;1249;Panasonic KX-TG9471B;Technology;Phones;Panasonic
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2533;CA-2016-131338;1555;2;0,0;3;0.07;42;554;Naresj Patel;Consumer;1555;Tennsco Lockers, Gray;Office Supplies;Storage;Tennsco
CA-2016-131338;554;08.09.2016;New York City;New York;East;United States;10024;08.12.2016;First Class;CA-2016-131338;9;8;2016;2535;CA-2016-131338;1676;3;0,0;69;0.48;144;554;Naresj Patel;Consumer;1676;Xerox 1886;Office Supplies;Paper;Xerox
CA-2016-131352;298;10.08.2016;Dallas;Texas;Central;United States;75081;10/13/2016;Standard Class;CA-2016-131352;8;10;2016;2541;CA-2016-131352;1548;3;0,6;-71;-0.98;73;298;Gene Hale;Corporate;1548;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";Furniture;Furnishings;Tenex
CA-2016-131422;301;11.05.2016;Monroe;North Carolina;South;United States;28110;11.09.2016;Standard Class;CA-2016-131422;5;11;2016;2542;CA-2016-131422;792;3;0,2;26;0.13;207;301;George Bell;Corporate;792;Harbour Creations Steel Folding Chair;Furniture;Chairs;Other
CA-2016-131457;500;10/31/2016;Redlands;California;West;United States;92374;11.06.2016;Standard Class;CA-2016-131457;31;10;2016;2543;CA-2016-131457;1292;7;0,0;7;0.47;14;500;Mary Zewe;Corporate;1292;Poly String Tie Envelopes;Office Supplies;Envelopes;Poly
CA-2016-131534;11;3/28/2016;Los Angeles;California;West;United States;90036;04.02.2016;Standard Class;CA-2016-131534;28;3;2016;2545;CA-2016-131534;919;1;0,0;25;0.15;166;11;Alan Barnes;Consumer;919;Imation Bio 8GB USB Flash Drive Imation Corp;Technology;Accessories;Imation
CA-2016-131534;11;3/28/2016;Los Angeles;California;West;United States;90036;04.02.2016;Standard Class;CA-2016-131534;28;3;2016;2544;CA-2016-131534;1775;5;0,0;16;0.48;33;11;Alan Barnes;Consumer;1775;Xerox 1977;Office Supplies;Paper;Xerox
CA-2016-131597;707;9/14/2016;Los Angeles;California;West;United States;90045;9/18/2016;Standard Class;CA-2016-131597;14;9;2016;2546;CA-2016-131597;965;3;0,2;-9;-0.05;170;707;Stefania Perrino;Corporate;965;KI Conference Tables;Furniture;Tables;KI
CA-2016-131758;420;5/28/2016;Freeport;New York;East;United States;11520;06.01.2016;Standard Class;CA-2016-131758;28;5;2016;2547;CA-2016-131758;203;5;0,0;6;0.46;13;420;Karl Braun;Consumer;203;Avery 494;Office Supplies;Labels;Avery
CA-2016-131758;420;5/28/2016;Freeport;New York;East;United States;11520;06.01.2016;Standard Class;CA-2016-131758;28;5;2016;2548;CA-2016-131758;347;3;0,0;14;0.3;48;420;Karl Braun;Consumer;347;Boston 16701 Slimline Battery Pencil Sharpener;Office Supplies;Art;Boston
CA-2016-131779;453;06.12.2016;Newark;Delaware;East;United States;19711;6/17/2016;Standard Class;CA-2016-131779;12;6;2016;2549;CA-2016-131779;1263;5;0,0;5;0.17;30;453;Laurel Elliston;Consumer;1263;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";Office Supplies;Storage;Other
CA-2016-131856;343;05.12.2016;Houston;Texas;Central;United States;77041;5/17/2016;Standard Class;CA-2016-131856;12;5;2016;2550;CA-2016-131856;500;4;0,6;-16;-0.73;22;343;James Galang;Consumer;500;DAX Wood Document Frame.;Furniture;Furnishings;DAX
CA-2016-131856;343;05.12.2016;Houston;Texas;Central;United States;77041;5/17/2016;Standard Class;CA-2016-131856;12;5;2016;2552;CA-2016-131856;518;6;0,2;70;0.11;619;343;James Galang;Consumer;518;Digium D40 VoIP phone;Technology;Phones;Other
CA-2016-131856;343;05.12.2016;Houston;Texas;Central;United States;77041;5/17/2016;Standard Class;CA-2016-131856;12;5;2016;2551;CA-2016-131856;1761;7;0,2;42;0.33;128;343;James Galang;Consumer;1761;Xerox 1964;Office Supplies;Paper;Xerox
CA-2016-131884;224;12.06.2016;Marion;Ohio;East;United States;43302;12.06.2016;Same Day;CA-2016-131884;6;12;2016;2554;CA-2016-131884;763;1;0,3;-24;-0.34;71;224;Dennis Kane;Consumer;763;Global Low Back Tilter Chair;Furniture;Chairs;Global
CA-2016-131884;224;12.06.2016;Marion;Ohio;East;United States;43302;12.06.2016;Same Day;CA-2016-131884;6;12;2016;2553;CA-2016-131884;1126;8;0,2;5;0.13;37;224;Dennis Kane;Consumer;1126;Newell 312;Office Supplies;Art;Newell
CA-2016-131884;224;12.06.2016;Marion;Ohio;East;United States;43302;12.06.2016;Same Day;CA-2016-131884;6;12;2016;2555;CA-2016-131884;1297;2;0,4;-89;-0.18;486;224;Dennis Kane;Consumer;1297;Polycom SoundStation2 EX Conference phone;Technology;Phones;Polycom
CA-2016-132080;206;8/22/2016;New York City;New York;East;United States;10035;8/25/2016;First Class;CA-2016-132080;22;8;2016;2556;CA-2016-132080;178;6;0,2;16;0.33;50;206;Dave Poirier;Corporate;178;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";Office Supplies;Binders;Avery
CA-2016-132101;369;3/19/2016;Seattle;Washington;West;United States;98105;3/25/2016;Standard Class;CA-2016-132101;19;3;2016;2557;CA-2016-132101;1665;3;0,2;40;0.09;454;369;Jesus Ocampo;Home Office;1665;Wireless Extenders zBoost YX545 SOHO Signal Booster;Technology;Phones;Other
CA-2016-132136;286;03.08.2016;Chicago;Illinois;Central;United States;60623;03.12.2016;Standard Class;CA-2016-132136;8;3;2016;2558;CA-2016-132136;264;3;0,8;-15;-1.7;9;286;Frank Olsen;Consumer;264;Avery Premier Heavy-Duty Binder with Round Locking Rings;Office Supplies;Binders;Avery
CA-2016-132276;463;2/23/2016;New York City;New York;East;United States;10024;2/28/2016;Standard Class;CA-2016-132276;23;2;2016;2559;CA-2016-132276;269;2;0,2;4;0.35;11;463;Lindsay Castell;Home Office;269;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Office Supplies;Binders;Avery
CA-2016-132276;463;2/23/2016;New York City;New York;East;United States;10024;2/28/2016;Standard Class;CA-2016-132276;23;2;2016;2560;CA-2016-132276;860;6;0,0;7;0.25;27;463;Lindsay Castell;Home Office;860;Hoover Portapower Portable Vacuum;Office Supplies;Appliances;Hoover
CA-2016-132318;747;10/30/2016;Virginia Beach;Virginia;South;United States;23464;11.02.2016;First Class;CA-2016-132318;30;10;2016;2561;CA-2016-132318;1582;3;0,0;53;0.29;183;747;Thomas Thornton;Consumer;1582;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;Office Supplies;Appliances;Tripp Lite
CA-2016-132374;602;2/22/2016;Sterling Heights;Michigan;Central;United States;48310;2/24/2016;Second Class;CA-2016-132374;22;2;2016;2562;CA-2016-132374;1156;4;0,0;21;0.26;79;602;Penelope Sewall;Home Office;1156;Newell 34;Office Supplies;Art;Newell
CA-2016-132388;425;10.10.2016;Santa Barbara;California;West;United States;93101;10.12.2016;First Class;CA-2016-132388;10;10;2016;2563;CA-2016-132388;214;3;0,0;15;0.48;31;425;Katherine Nockton;Corporate;214;Avery 503;Office Supplies;Labels;Avery
CA-2016-132388;425;10.10.2016;Santa Barbara;California;West;United States;93101;10.12.2016;First Class;CA-2016-132388;10;10;2016;2564;CA-2016-132388;758;3;0,2;-54;-0.15;362;425;Katherine Nockton;Corporate;758;Global Leather & Oak Executive Chair, Burgundy;Furniture;Chairs;Global
CA-2016-132465;234;09.11.2016;New York City;New York;East;United States;10035;9/15/2016;Second Class;CA-2016-132465;11;9;2016;2567;CA-2016-132465;503;2;0,0;51;0.24;211;234;Don Miller;Corporate;503;Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;Furniture;Furnishings;Deflect-o
CA-2016-132465;234;09.11.2016;New York City;New York;East;United States;10035;9/15/2016;Second Class;CA-2016-132465;11;9;2016;2568;CA-2016-132465;658;4;0,0;108;0.14;773;234;Don Miller;Corporate;658;Fellowes Staxonsteel Drawer Files;Office Supplies;Storage;Fellowes
CA-2016-132465;234;09.11.2016;New York City;New York;East;United States;10035;9/15/2016;Second Class;CA-2016-132465;11;9;2016;2565;CA-2016-132465;1019;1;0,0;7;0.34;20;234;Don Miller;Corporate;1019;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;Technology;Accessories;Logitech
CA-2016-132465;234;09.11.2016;New York City;New York;East;United States;10035;9/15/2016;Second Class;CA-2016-132465;11;9;2016;2566;CA-2016-132465;1485;1;0,0;2;0.02;79;234;Don Miller;Corporate;1485;Space Solutions Industrial Galvanized Steel Shelving.;Office Supplies;Storage;Space Solutions
CA-2016-132486;356;10/23/2016;San Diego;California;West;United States;92105;10/27/2016;Second Class;CA-2016-132486;23;10;2016;2572;CA-2016-132486;739;7;0,2;17;0.09;192;356;Jay Fein;Consumer;739;Global Chrome Stack Chair;Furniture;Chairs;Global
CA-2016-132486;356;10/23/2016;San Diego;California;West;United States;92105;10/27/2016;Second Class;CA-2016-132486;23;10;2016;2573;CA-2016-132486;759;1;0,2;27;0.11;241;356;Jay Fein;Consumer;759;Global Leather and Oak Executive Chair, Black;Furniture;Chairs;Global
CA-2016-132486;356;10/23/2016;San Diego;California;West;United States;92105;10/27/2016;Second Class;CA-2016-132486;23;10;2016;2571;CA-2016-132486;1066;9;0,0;64;0.43;148;356;Jay Fein;Consumer;1066;Maxell DVD-RAM Discs;Technology;Accessories;Maxell
CA-2016-132486;356;10/23/2016;San Diego;California;West;United States;92105;10/27/2016;Second Class;CA-2016-132486;23;10;2016;2574;CA-2016-132486;1211;3;0,2;42;0.05;842;356;Jay Fein;Consumer;1211;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;Furniture;Chairs;Office Star
